player_api_id,birthday,height,weight
113604,1987-05-14 00:00:00,177.8,181
482331,1992-05-07 00:00:00,172.72,146
40501,1988-05-25 00:00:00,182.88,168
178574,1989-02-03 00:00:00,167.64,141
78537,1981-04-01 00:00:00,187.96,165
45744,1988-01-08 00:00:00,182.88,161
23358,1986-10-03 00:00:00,177.8,179
571685,1997-01-09 00:00:00,180.34,161
105526,1983-12-01 00:00:00,190.5,185
39311,1979-08-01 00:00:00,182.88,168
112976,1989-11-10 00:00:00,182.88,168
116881,1987-08-19 00:00:00,180.34,165
239253,1990-10-07 00:00:00,180.34,154
50345,1986-01-22 00:00:00,185.42,165
323385,1993-01-19 00:00:00,175.26,143
42431,1978-06-30 00:00:00,167.64,159
183482,1990-10-13 00:00:00,180.34,172
168047,1991-02-11 00:00:00,177.8,146
114790,1986-07-08 00:00:00,177.8,165
169756,1987-01-31 00:00:00,187.96,170
167648,1991-01-11 00:00:00,185.42,170
280969,1983-03-12 00:00:00,187.96,172
39190,1979-12-10 00:00:00,177.8,179
172172,1987-12-09 00:00:00,185.42,190
39199,1982-04-03 00:00:00,180.34,165
38122,1987-06-06 00:00:00,185.42,159
121923,1982-01-21 00:00:00,175.26,168
30690,1982-02-17 00:00:00,187.96,194
33992,1984-10-26 00:00:00,172.72,161
41109,1980-01-29 00:00:00,182.88,176
171737,1988-08-25 00:00:00,172.72,146
447107,1994-01-19 00:00:00,175.26,137
352879,1995-04-03 00:00:00,187.96,157
557353,1993-06-13 00:00:00,177.8,150
188413,1991-08-22 00:00:00,167.64,146
40930,1989-03-15 00:00:00,175.26,152
317062,1993-12-10 00:00:00,177.8,159
242719,1991-03-03 00:00:00,172.72,159
263276,1994-08-10 00:00:00,175.26,157
35608,1981-01-30 00:00:00,185.42,163
361711,1993-01-06 00:00:00,170.18,139
213366,1992-01-05 00:00:00,177.8,154
441441,1993-12-30 00:00:00,175.26,152
118883,1988-08-29 00:00:00,177.8,157
119305,1989-11-20 00:00:00,182.88,174
256728,1991-11-03 00:00:00,185.42,174
45872,1981-01-19 00:00:00,180.34,165
41399,1984-12-26 00:00:00,182.88,165
513810,1995-08-03 00:00:00,182.88,172
111930,1987-09-09 00:00:00,182.88,172
561140,1990-07-21 00:00:00,172.72,148
403003,1993-03-05 00:00:00,190.5,187
297556,1991-01-25 00:00:00,195.58,183
41182,1985-06-28 00:00:00,185.42,181
120917,1988-11-18 00:00:00,177.8,168
232103,1992-10-14 00:00:00,167.64,152
174597,1984-03-13 00:00:00,185.42,174
174600,1986-05-20 00:00:00,182.88,190
148953,1990-01-13 00:00:00,182.88,168
441166,1995-03-07 00:00:00,182.88,165
410141,1995-08-15 00:00:00,165.1,143
582500,1997-02-05 00:00:00,175.26,143
199829,1992-05-24 00:00:00,172.72,150
32448,1986-04-04 00:00:00,177.8,157
34319,1978-01-02 00:00:00,175.26,163
213737,1987-10-21 00:00:00,180.34,172
133535,1990-02-21 00:00:00,180.34,170
128843,1988-01-11 00:00:00,193.04,198
715642,1996-12-13 00:00:00,182.88,161
210683,1991-10-22 00:00:00,182.88,172
185301,1987-10-02 00:00:00,177.8,154
33993,1976-11-28 00:00:00,187.96,170
24160,1982-11-22 00:00:00,182.88,183
243127,1992-01-18 00:00:00,177.8,161
20771,1986-06-13 00:00:00,172.72,154
244128,1992-07-21 00:00:00,182.88,154
23163,1982-05-07 00:00:00,180.34,163
31255,1981-01-31 00:00:00,187.96,176
127255,1983-04-15 00:00:00,172.72,163
33451,1981-09-26 00:00:00,187.96,179
26085,1983-08-15 00:00:00,177.8,154
34268,1982-02-06 00:00:00,190.5,194
182847,1989-11-17 00:00:00,182.88,159
36785,1983-02-01 00:00:00,182.88,172
67393,1983-02-17 00:00:00,175.26,165
34417,1988-12-31 00:00:00,175.26,161
95220,1990-08-21 00:00:00,180.34,148
32693,1974-04-03 00:00:00,185.42,172
32547,1982-10-09 00:00:00,182.88,154
37085,1976-01-13 00:00:00,175.26,159
267728,1991-06-19 00:00:00,187.96,181
32870,1984-11-30 00:00:00,185.42,161
92935,1989-01-12 00:00:00,187.96,176
14100,1982-05-19 00:00:00,187.96,203
32845,1989-01-01 00:00:00,182.88,165
23081,1978-08-08 00:00:00,180.34,161
24024,1985-02-20 00:00:00,177.8,157
667963,1993-05-24 00:00:00,180.34,163
30248,1980-10-28 00:00:00,180.34,179
23881,1982-09-02 00:00:00,185.42,187
312585,1994-02-19 00:00:00,190.5,187
25926,1979-09-19 00:00:00,180.34,154
441173,1995-02-19 00:00:00,175.26,132
294859,1993-03-10 00:00:00,180.34,174
289250,1992-01-26 00:00:00,182.88,161
160220,1989-02-09 00:00:00,182.88,161
121488,1979-09-14 00:00:00,187.96,181
698273,1999-01-23 00:00:00,193.04,170
94883,1986-04-26 00:00:00,175.26,168
177689,1990-10-20 00:00:00,187.96,179
37503,1977-11-09 00:00:00,193.04,196
41173,1985-03-19 00:00:00,193.04,179
35831,1983-11-29 00:00:00,177.8,165
45605,1982-05-13 00:00:00,165.1,143
37483,1980-10-19 00:00:00,182.88,157
396912,1996-09-09 00:00:00,175.26,143
37920,1982-04-15 00:00:00,187.96,183
484858,1994-07-07 00:00:00,180.34,143
36066,1980-03-28 00:00:00,180.34,174
27694,1984-07-07 00:00:00,185.42,174
107929,1989-01-27 00:00:00,187.96,176
299879,1991-08-19 00:00:00,187.96,163
41168,1988-03-20 00:00:00,177.8,141
38395,1979-05-29 00:00:00,187.96,148
47565,1985-12-02 00:00:00,182.88,181
39425,1967-01-23 00:00:00,185.42,161
30143,1988-07-21 00:00:00,190.5,187
102394,1985-02-09 00:00:00,182.88,170
30881,1982-07-05 00:00:00,182.88,174
42460,1983-09-17 00:00:00,180.34,170
575364,1995-03-07 00:00:00,182.88,165
543020,1990-07-29 00:00:00,182.88,163
37451,1980-05-05 00:00:00,185.42,179
32763,1978-03-11 00:00:00,182.88,176
39743,1974-12-02 00:00:00,187.96,183
314605,1992-07-05 00:00:00,170.18,143
109121,1990-01-04 00:00:00,182.88,176
39302,1989-03-09 00:00:00,187.96,181
231977,1990-12-19 00:00:00,175.26,146
74028,1981-03-17 00:00:00,187.96,183
42121,1983-05-04 00:00:00,170.18,143
2790,1974-02-15 00:00:00,175.26,163
30273,1978-02-16 00:00:00,167.64,146
88521,1984-03-31 00:00:00,182.88,157
38576,1985-06-13 00:00:00,180.34,181
527104,1997-02-26 00:00:00,182.88,170
26401,1984-02-23 00:00:00,182.88,187
71768,1989-07-28 00:00:00,185.42,181
493418,1994-01-12 00:00:00,190.5,176
281864,1992-01-31 00:00:00,170.18,143
661509,1996-04-22 00:00:00,193.04,165
93343,1981-05-04 00:00:00,182.88,181
664961,1996-01-21 00:00:00,165.1,126
33759,1979-03-22 00:00:00,175.26,159
39345,1987-05-17 00:00:00,182.88,176
467052,1995-05-19 00:00:00,175.26,146
450292,1995-01-28 00:00:00,185.42,157
189192,1989-08-21 00:00:00,177.8,152
38131,1986-11-23 00:00:00,175.26,161
26120,1982-03-03 00:00:00,170.18,150
191906,1989-05-01 00:00:00,182.88,163
169217,1987-04-29 00:00:00,177.8,161
151079,1985-06-07 00:00:00,177.8,161
45220,1988-02-15 00:00:00,165.1,150
10348,1981-06-10 00:00:00,175.26,161
97657,1986-08-09 00:00:00,185.42,174
303484,1989-06-06 00:00:00,190.5,174
168569,1988-03-23 00:00:00,182.88,174
288406,1995-09-20 00:00:00,175.26,157
187150,1987-12-16 00:00:00,177.8,161
282470,1991-09-20 00:00:00,170.18,139
302911,1994-01-07 00:00:00,185.42,176
364496,1994-05-18 00:00:00,185.42,168
522571,1992-11-21 00:00:00,193.04,194
167094,1991-01-27 00:00:00,175.26,154
16351,1985-11-10 00:00:00,187.96,183
426005,1992-01-09 00:00:00,172.72,154
37515,1982-10-23 00:00:00,185.42,183
155739,1990-02-26 00:00:00,182.88,168
34067,1980-08-05 00:00:00,185.42,165
351860,1994-09-16 00:00:00,187.96,181
280638,1992-04-11 00:00:00,185.42,168
164519,1992-05-21 00:00:00,190.5,192
124144,1990-04-21 00:00:00,193.04,192
26680,1978-08-31 00:00:00,172.72,172
278866,1992-02-16 00:00:00,175.26,143
69018,1984-02-26 00:00:00,180.34,161
156534,1990-02-03 00:00:00,177.8,152
208852,1992-09-05 00:00:00,177.8,161
27476,1979-11-21 00:00:00,180.34,168
306158,1995-02-02 00:00:00,165.1,132
68839,1983-01-13 00:00:00,175.26,174
3441,1979-04-25 00:00:00,182.88,174
22822,1980-02-01 00:00:00,185.42,174
26169,1981-05-01 00:00:00,185.42,161
89828,1987-06-16 00:00:00,177.8,172
31191,1988-10-29 00:00:00,187.96,185
395154,1996-06-18 00:00:00,170.18,143
173913,1990-01-26 00:00:00,190.5,174
191081,1991-01-07 00:00:00,180.34,183
39145,1986-05-02 00:00:00,170.18,150
39763,1979-07-23 00:00:00,175.26,146
39470,1987-01-21 00:00:00,187.96,161
39762,1981-02-25 00:00:00,182.88,181
74452,1982-02-01 00:00:00,177.8,168
197848,1992-09-30 00:00:00,177.8,159
41424,1988-01-03 00:00:00,190.5,181
154238,1991-09-25 00:00:00,175.26,157
561819,1990-05-17 00:00:00,185.42,183
30727,1974-11-09 00:00:00,175.26,163
41475,1983-05-02 00:00:00,180.34,165
264842,1991-03-11 00:00:00,172.72,148
42443,1982-11-07 00:00:00,177.8,159
24504,1981-08-27 00:00:00,185.42,176
41816,1983-01-28 00:00:00,182.88,179
27606,1977-07-22 00:00:00,180.34,168
182843,1991-06-03 00:00:00,187.96,181
7683,1984-04-29 00:00:00,180.34,181
73047,1987-05-19 00:00:00,180.34,170
215725,1989-06-25 00:00:00,185.42,168
27679,1977-07-22 00:00:00,182.88,172
11747,1978-09-15 00:00:00,182.88,172
41411,1984-08-19 00:00:00,182.88,176
30723,1976-03-19 00:00:00,187.96,174
41729,1977-04-15 00:00:00,182.88,165
620524,1996-07-30 00:00:00,180.34,161
39314,1984-03-08 00:00:00,185.42,174
167369,1991-08-14 00:00:00,177.8,168
31304,1984-01-31 00:00:00,167.64,148
461357,1994-02-07 00:00:00,177.8,165
42652,1980-04-24 00:00:00,177.8,176
41269,1987-07-23 00:00:00,180.34,172
282706,1994-06-28 00:00:00,182.88,172
602306,1997-01-18 00:00:00,180.34,154
39197,1987-04-10 00:00:00,177.8,143
362195,1995-01-12 00:00:00,187.96,172
41762,1973-04-19 00:00:00,187.96,183
42482,1983-09-29 00:00:00,177.8,161
24469,1986-01-31 00:00:00,180.34,163
35480,1984-09-28 00:00:00,180.34,179
363343,1993-10-07 00:00:00,170.18,134
80566,1982-05-09 00:00:00,187.96,190
39204,1976-05-31 00:00:00,182.88,183
306062,1991-11-04 00:00:00,180.34,154
213500,1992-10-15 00:00:00,180.34,150
447488,1994-07-01 00:00:00,182.88,154
265618,1990-05-20 00:00:00,182.88,168
396888,1994-08-31 00:00:00,177.8,152
430433,1994-02-15 00:00:00,177.8,146
604785,1996-05-03 00:00:00,180.34,165
282274,1991-08-13 00:00:00,180.34,159
470416,1991-06-12 00:00:00,177.8,159
33913,1981-01-23 00:00:00,187.96,183
205034,1988-01-11 00:00:00,172.72,141
155122,1990-04-14 00:00:00,170.18,159
39566,1977-06-04 00:00:00,187.96,187
264293,1990-08-12 00:00:00,175.26,141
119079,1989-12-03 00:00:00,193.04,174
282689,1991-07-17 00:00:00,180.34,148
32924,1981-06-09 00:00:00,175.26,154
196386,1993-08-15 00:00:00,175.26,154
49709,1988-11-09 00:00:00,187.96,187
213493,1991-08-11 00:00:00,187.96,176
41136,1980-09-05 00:00:00,180.34,163
408994,1992-11-06 00:00:00,180.34,159
157865,1991-01-26 00:00:00,180.34,172
262753,1992-08-07 00:00:00,170.18,150
34650,1985-03-10 00:00:00,193.04,179
478988,1991-03-01 00:00:00,177.8,150
23678,1987-09-09 00:00:00,185.42,163
428672,1992-12-15 00:00:00,180.34,157
41975,1988-04-05 00:00:00,185.42,176
41766,1980-02-17 00:00:00,182.88,168
150396,1989-01-29 00:00:00,182.88,170
163838,1991-08-27 00:00:00,175.26,148
26564,1982-06-17 00:00:00,187.96,203
186923,1990-02-20 00:00:00,185.42,176
27306,1987-01-23 00:00:00,177.8,165
118434,1989-02-11 00:00:00,175.26,165
27535,1978-08-08 00:00:00,180.34,165
317565,1994-01-03 00:00:00,177.8,154
422127,1993-03-14 00:00:00,185.42,187
407765,1994-08-09 00:00:00,180.34,165
128106,1991-03-06 00:00:00,185.42,174
147735,1990-03-25 00:00:00,182.88,187
31672,1984-05-01 00:00:00,182.88,161
438780,1994-04-02 00:00:00,180.34,163
34102,1979-07-15 00:00:00,180.34,163
71764,1986-07-14 00:00:00,185.42,176
190525,1992-09-13 00:00:00,177.8,165
459000,1993-09-08 00:00:00,193.04,183
38206,1977-10-23 00:00:00,175.26,157
27297,1984-05-05 00:00:00,172.72,154
34420,1982-07-11 00:00:00,193.04,203
40295,1986-11-24 00:00:00,185.42,165
27478,1983-01-17 00:00:00,195.58,212
192504,1992-02-22 00:00:00,177.8,148
169569,1992-01-30 00:00:00,190.5,181
181333,1991-04-09 00:00:00,172.72,159
203755,1992-10-24 00:00:00,187.96,192
248437,1992-06-02 00:00:00,187.96,183
440330,1995-12-05 00:00:00,193.04,198
71524,1986-09-15 00:00:00,187.96,185
40100,1986-04-04 00:00:00,180.34,150
3517,1982-11-27 00:00:00,175.26,168
25824,1982-06-17 00:00:00,175.26,168
750584,1997-01-28 00:00:00,175.26,150
155075,1986-03-05 00:00:00,182.88,174
24122,1986-10-17 00:00:00,172.72,143
265727,1992-02-20 00:00:00,185.42,159
93996,1986-06-17 00:00:00,182.88,159
39749,1986-07-18 00:00:00,185.42,165
21657,1980-02-12 00:00:00,175.26,176
33840,1982-09-05 00:00:00,187.96,179
3140,1982-01-22 00:00:00,175.26,150
169193,1991-05-28 00:00:00,175.26,161
210387,1990-12-11 00:00:00,190.5,179
26213,1984-01-02 00:00:00,177.8,168
560900,1994-03-20 00:00:00,182.88,190
114021,1991-05-31 00:00:00,175.26,154
46554,1989-09-02 00:00:00,180.34,179
34055,1978-09-21 00:00:00,180.34,176
46342,1986-06-21 00:00:00,177.8,157
571296,1997-03-16 00:00:00,177.8,132
42321,1985-02-13 00:00:00,187.96,185
42306,1982-08-12 00:00:00,187.96,176
298923,1990-07-08 00:00:00,177.8,161
41941,1983-03-24 00:00:00,180.34,174
277443,1990-12-18 00:00:00,185.42,165
687572,1996-12-23 00:00:00,175.26,148
605848,1996-09-16 00:00:00,182.88,172
571681,1996-11-12 00:00:00,180.34,165
50657,1984-03-31 00:00:00,172.72,159
281019,1989-02-07 00:00:00,185.42,168
50047,1988-12-19 00:00:00,170.18,137
26275,1985-03-17 00:00:00,185.42,179
37479,1985-08-04 00:00:00,182.88,165
303089,1993-04-23 00:00:00,170.18,143
641042,1988-08-18 00:00:00,185.42,172
27667,1983-11-12 00:00:00,185.42,185
629594,1996-04-09 00:00:00,182.88,165
280510,1992-06-17 00:00:00,177.8,148
317156,1993-03-10 00:00:00,177.8,172
129918,1989-02-01 00:00:00,185.42,172
111801,1990-03-06 00:00:00,190.5,176
239946,1990-05-12 00:00:00,182.88,170
213649,1991-01-21 00:00:00,182.88,185
46412,1986-08-08 00:00:00,177.8,154
242889,1992-01-07 00:00:00,180.34,176
256727,1992-03-30 00:00:00,175.26,159
286117,1992-04-16 00:00:00,180.34,174
41718,1983-06-26 00:00:00,170.18,150
476771,1993-12-19 00:00:00,185.42,157
190741,1991-08-19 00:00:00,187.96,183
25156,1981-12-30 00:00:00,193.04,174
25535,1979-06-11 00:00:00,177.8,179
420224,1992-02-01 00:00:00,187.96,185
211139,1990-04-21 00:00:00,177.8,157
209371,1991-04-13 00:00:00,182.88,168
512728,1995-03-08 00:00:00,180.34,154
261332,1992-11-17 00:00:00,190.5,176
166577,1990-05-30 00:00:00,180.34,172
610533,1990-12-20 00:00:00,170.18,152
167285,1988-05-02 00:00:00,193.04,176
466890,1993-10-08 00:00:00,180.34,165
190493,1991-07-30 00:00:00,177.8,139
169752,1990-08-04 00:00:00,190.5,185
26503,1981-02-18 00:00:00,193.04,214
32496,1982-01-31 00:00:00,182.88,185
213809,1988-05-10 00:00:00,187.96,179
24364,1980-12-13 00:00:00,185.42,170
466482,1997-03-12 00:00:00,172.72,148
188652,1991-01-08 00:00:00,175.26,163
676625,1997-03-03 00:00:00,180.34,154
563216,1996-04-28 00:00:00,182.88,159
95681,1980-12-14 00:00:00,187.96,196
128851,1985-03-31 00:00:00,177.8,181
25816,1986-10-21 00:00:00,182.88,165
174093,1988-09-01 00:00:00,170.18,157
634113,1996-09-07 00:00:00,175.26,134
39978,1981-07-15 00:00:00,190.5,174
17276,1983-10-16 00:00:00,180.34,170
254455,1993-07-16 00:00:00,185.42,183
210164,1993-02-27 00:00:00,190.5,201
94021,1985-11-13 00:00:00,180.34,179
27351,1975-11-18 00:00:00,172.72,150
264743,1990-09-03 00:00:00,170.18,148
299653,1992-09-25 00:00:00,182.88,170
46211,1983-12-28 00:00:00,177.8,154
37442,1983-01-17 00:00:00,182.88,174
201916,1988-07-22 00:00:00,180.34,168
183350,1984-01-29 00:00:00,180.34,172
114044,1989-05-15 00:00:00,187.96,183
50104,1981-06-10 00:00:00,175.26,152
141662,1985-10-11 00:00:00,185.42,159
474658,1992-10-27 00:00:00,167.64,130
183327,1991-05-19 00:00:00,182.88,165
257855,1990-01-08 00:00:00,180.34,150
57067,1984-10-29 00:00:00,175.26,159
523390,1994-03-15 00:00:00,175.26,150
41465,1982-01-18 00:00:00,180.34,157
213501,1992-10-23 00:00:00,187.96,187
75310,1985-08-20 00:00:00,185.42,190
100033,1985-11-28 00:00:00,180.34,172
33586,1979-04-18 00:00:00,180.34,150
41564,1982-03-25 00:00:00,182.88,170
34983,1980-01-30 00:00:00,180.34,194
282467,1994-09-12 00:00:00,180.34,154
213489,1991-04-27 00:00:00,182.88,165
38162,1982-04-22 00:00:00,193.04,176
93484,1987-09-15 00:00:00,180.34,165
681965,1996-05-30 00:00:00,187.96,176
185388,1984-07-18 00:00:00,177.8,150
46660,1983-04-07 00:00:00,187.96,168
668307,1997-07-17 00:00:00,182.88,165
111917,1986-02-19 00:00:00,172.72,159
318656,1992-06-21 00:00:00,177.8,163
170316,1989-02-23 00:00:00,182.88,165
38827,1980-06-03 00:00:00,185.42,183
27226,1987-03-31 00:00:00,177.8,146
35636,1977-03-12 00:00:00,182.88,172
277767,1991-05-16 00:00:00,193.04,205
244840,1992-09-20 00:00:00,182.88,172
668820,1989-08-12 00:00:00,172.72,150
384142,1994-01-21 00:00:00,175.26,163
309505,1993-08-06 00:00:00,167.64,148
156105,1989-11-16 00:00:00,185.42,179
108525,1987-12-26 00:00:00,177.8,159
127224,1990-03-27 00:00:00,172.72,157
15608,1983-09-13 00:00:00,187.96,185
108524,1987-04-20 00:00:00,185.42,192
21161,1984-08-05 00:00:00,182.88,183
303359,1992-12-08 00:00:00,185.42,183
127857,1983-04-01 00:00:00,185.42,172
213814,1987-05-15 00:00:00,177.8,165
521272,1995-05-15 00:00:00,177.8,134
287333,1994-01-13 00:00:00,175.26,159
614454,1996-08-29 00:00:00,177.8,163
118359,1988-01-15 00:00:00,177.8,154
30868,1979-03-30 00:00:00,180.34,154
267915,1990-04-03 00:00:00,180.34,165
46085,1989-03-09 00:00:00,182.88,196
449492,1992-05-14 00:00:00,172.72,154
164676,1989-08-14 00:00:00,182.88,161
150323,1989-03-08 00:00:00,187.96,165
33021,1983-07-26 00:00:00,182.88,185
127209,1990-06-08 00:00:00,175.26,165
70074,1990-07-18 00:00:00,182.88,168
26818,1984-04-13 00:00:00,193.04,174
265799,1990-05-20 00:00:00,175.26,146
268039,1989-10-24 00:00:00,187.96,179
570360,1991-05-06 00:00:00,177.8,150
470305,1994-05-24 00:00:00,187.96,187
127888,1988-07-31 00:00:00,175.26,157
268586,1990-08-14 00:00:00,177.8,152
450011,1994-02-01 00:00:00,187.96,159
145561,1988-01-10 00:00:00,187.96,190
40961,1988-04-13 00:00:00,175.26,152
71055,1986-02-12 00:00:00,182.88,174
201811,1990-04-10 00:00:00,172.72,146
131391,1988-11-15 00:00:00,187.96,176
16362,1980-11-21 00:00:00,190.5,187
33025,1982-06-22 00:00:00,182.88,163
167491,1990-11-07 00:00:00,182.88,176
72633,1984-09-06 00:00:00,182.88,161
164130,1978-02-16 00:00:00,182.88,183
150268,1990-09-10 00:00:00,185.42,157
164333,1989-08-26 00:00:00,175.26,143
612863,1995-11-16 00:00:00,182.88,165
421785,1991-04-22 00:00:00,182.88,170
95955,1989-12-17 00:00:00,175.26,159
